pos	first	median	third
4419	12	19	29
4420	12	19	29
4421	12	19	29
4422	12	19	30
4423	12	19	30
4424	12	19	30
4425	12	19	29
4426	12	19	30
4427	12	19	30
4428	12	20	31
4429	12	20	31
4430	12	20	31
4431	12	20	31
4432	12	20	31
4433	12	20	30
4434	12	20	30
4435	12	20	30
4436	12	20	31
4437	12	20	30
4438	12	20	30
4439	12	20	30
4440	12	19	30
4441	12	19	30
4442	12	19	30
4443	12	19	30
4444	12	20	30
4445	12	19	29
4446	12	19	30
4447	12	19	30
4448	12	19	29
4449	12	20	31
4450	13	21	32
4451	13	21	31
4452	13	21	31
4453	13	21	31
4454	13	21	31
4455	13	21	31
4456	13	21	31
4457	13	21	31
4458	13	20	31
4459	12	19	29
4460	12	19	29
4461	12	19	29
4462	12	19	29
4463	11	19	29
4464	11	19	29
4465	11	19	28
4466	11	19	28
4467	11	19	28
4468	11	18	28
4469	11	18	28
4470	11	18	28
4471	11	18	28
4472	11	18	28
4473	11	18	27
4474	11	18	27
4475	11	18	27
4476	11	18	27
4477	11	18	27
4478	10	17	26
4479	10	16	25
4480	10	16	25
4481	10	16	25
4482	10	16	25
4483	10	16	25
4484	10	16	25
4485	10	16	24
4486	9	16	24
4487	9	15	24
4488	10	16	24
4489	9	16	24
4490	9	16	24
4491	9	15	24
4492	9	15	23
4493	9	15	24
4494	9	15	24
4495	9	15	24
4496	9	15	24
4497	9	15	24
4498	9	15	23
4499	9	15	24
4500	9	15	23
4501	9	15	23
4502	9	15	22
4503	9	14	22
4504	9	15	22
4505	8	14	22
4506	8	14	21
4507	8	13	21
4508	8	13	21
4509	8	13	21
4510	8	13	20
4511	8	13	20
4512	8	13	20
4513	8	13	20
4514	8	13	20
4515	8	13	20
4516	7	13	20
4517	8	13	20
4518	7	13	20
4519	8	13	20
4520	7	13	20
4521	8	13	20
4522	7	13	20
4523	8	13	20
4524	7	13	20
4525	7	13	20
4526	7	13	20
4527	7	13	20
4528	7	13	20
4529	7	12	18
4530	7	12	19
4531	7	12	18
4532	6	11	18
4533	6	11	18
4534	6	11	17
4535	6	10	17
4536	6	10	17
4537	6	11	17
4538	6	11	17
4539	6	10	16
4540	6	10	16
4541	6	10	16
4542	6	10	16
4543	6	10	16
4544	6	10	16
4545	6	10	16
4546	5	10	15
4547	5	9	15
4548	6	10	16
4549	6	10	16
4550	5	10	16
4551	6	10	16
4552	6	10	16
4553	6	10	16
4554	5	10	15
4555	6	10	16
4556	6	10	16
4557	5	9	15
4558	5	10	15
4559	5	10	15
4560	5	10	16
4561	5	10	16
4562	5	10	16
4563	5	10	16
4564	5	10	16
4565	5	10	15
4566	5	10	16
4567	5	9	15
4568	5	10	15
4569	5	10	15
4570	5	10	15
4571	5	10	15
4572	5	9	15
4573	5	9	14
4574	5	9	15
4575	5	9	14
4576	5	9	15
4577	5	9	15
4578	4	8	13
4579	4	8	13
4580	4	8	13
4581	5	8	14
4582	5	8	14
4583	4	8	13
4584	5	8	13
4585	5	9	14
4586	5	8	14
4587	5	8	14
4588	5	8	14
4589	5	9	14
4590	5	8	14
4591	5	9	14
4592	5	9	14
4593	5	9	14
4594	5	9	14
4595	5	8	14
4596	5	9	14
4597	5	9	14
4598	5	8	14
4599	5	9	14
4600	4	8	13
4601	4	8	13
4602	4	8	13
4603	4	8	14
4604	5	8	14
4605	4	8	14
4606	4	8	14
4607	4	8	14
4608	4	8	14
4609	5	8	14
4610	5	9	14
4611	5	9	14
4612	5	9	14
4613	5	9	14
4614	5	9	14
4615	4	8	14
4616	5	9	14
4617	5	9	14
4618	5	9	14
4619	5	8	14
4620	5	9	14
4621	5	9	14
4622	5	9	14
4623	5	9	14
4624	5	9	15
4625	5	9	14
4626	5	9	14
4627	5	9	14
4628	5	9	15
4629	5	9	15
4630	5	9	14
4631	5	9	14
4632	5	9	14
4633	5	9	14
4634	5	9	14
4635	5	9	14
4636	5	9	14
4637	5	9	14
4638	5	9	14
4639	5	9	14
4640	5	9	14
4641	5	9	14
4642	5	9	14
4643	5	9	15
4644	5	9	14
4645	5	9	14
4646	5	9	14
4647	5	9	14
4648	5	9	14
4649	5	9	14
4650	5	9	14
4651	5	8	14
4652	4	8	14
4653	4	8	13
4654	4	8	14
4655	4	8	14
4656	4	8	14
4657	4	8	14
4658	4	8	14
4659	4	8	14
4660	4	8	14
4661	4	8	14
4662	4	8	14
4663	4	8	14
4664	4	8	14
4665	4	8	14
4666	4	8	14
4667	4	8	14
4668	5	8	14
4669	5	9	14
4670	5	9	14
4671	5	9	14
4672	5	9	14
4673	5	8	14
4674	5	8	14
4675	5	8	14
4676	5	9	14
4677	4	8	14
4678	4	8	13
4679	4	8	13
4680	4	8	13
4681	4	8	13
4682	4	8	13
4683	4	8	13
4684	5	8	14
4685	4	8	13
4686	4	8	13
4687	4	8	14
4688	4	8	13
4689	4	8	13
4690	4	8	13
4691	4	8	13
4692	5	8	14
4693	4	8	13
4694	4	8	13
4695	4	8	13
4696	4	8	13
4697	4	8	13
4698	4	8	13
4699	5	9	14
4700	5	9	15
4701	5	9	14
4702	5	9	14
4703	5	9	14
4704	5	9	14
4705	5	9	14
4706	4	8	13
4707	5	9	14
4708	4	8	13
4709	4	8	13
4710	4	8	13
4711	4	8	13
4712	4	8	13
4713	4	8	13
4714	4	8	13
4715	4	8	13
4716	4	8	13
4717	4	8	13
4718	4	8	13
4719	4	8	13
4720	4	8	13
4721	4	8	13
4722	4	8	13
4723	5	8	14
4724	5	8	14
4725	5	8	13
4726	5	8	14
4727	5	9	14
4728	5	9	14
4729	5	9	15
4730	5	9	15
4731	5	9	15
4732	5	9	15
4733	5	9	15
4734	5	9	15
4735	5	9	15
4736	5	9	15
4737	5	9	15
4738	5	9	15
4739	5	9	15
4740	6	10	15
4741	5	9	15
4742	5	10	15
4743	6	10	15
4744	5	9	15
4745	5	9	15
4746	5	9	15
4747	5	9	15
4748	5	9	15
4749	5	8	14
4750	5	9	14
4751	5	8	14
4752	5	8	14
4753	5	9	14
4754	5	8	13
4755	5	8	14
4756	5	8	14
4757	5	8	14
4758	5	8	14
4759	5	8	13
4760	4	8	13
4761	5	8	13
4762	5	8	13
4763	5	8	14
4764	5	8	14
4765	5	8	14
4766	5	8	14
4767	5	8	14
4768	5	8	14
4769	6	10	15
4770	6	10	16
4771	6	10	16
4772	6	10	16
4773	6	10	16
4774	6	10	16
4775	6	10	16
4776	6	10	16
4777	6	10	17
4778	6	10	16
4779	6	10	16
4780	6	10	16
4781	6	10	16
4782	6	10	16
4783	6	10	17
4784	6	11	17
4785	6	11	17
4786	6	11	17
4787	7	11	18
4788	7	11	18
4789	7	12	18
4790	7	12	18
4791	7	12	19
4792	7	12	19
4793	7	12	18
4794	7	12	19
4795	7	12	19
4796	7	12	18
4797	7	12	20
4798	8	13	20
4799	8	13	20
4800	8	13	20
4801	8	13	20
4802	8	13	20
4803	8	13	21
4804	8	13	21
4805	8	14	21
4806	8	14	21
4807	8	14	22
4808	8	14	22
4809	8	14	22
4810	8	14	21
4811	9	14	22
4812	9	15	23
4813	10	16	24
4814	10	16	25
4815	10	16	24
4816	10	16	25
4817	10	16	25
4818	10	16	25
4819	10	16	25
4820	10	17	26
4821	10	17	26
4822	10	16	25
4823	11	17	26
4824	11	18	27
4825	11	18	27
4826	11	18	27
4827	11	18	27
4828	11	18	27
4829	11	18	27
4830	11	18	27
4831	11	18	27
4832	11	18	28
4833	11	18	27
4834	12	19	29
4835	12	19	29
4836	12	19	30
4837	12	20	30
4838	12	19	30
4839	12	20	30
4840	12	20	30
4841	12	20	30
4842	12	20	30
4843	13	20	30
4844	12	20	30
4845	12	20	30
4846	12	20	30
4847	12	20	30
4848	12	20	30
4849	12	19	30
4850	12	19	30
4851	12	19	30
4852	12	19	29
4853	12	20	30
4854	12	20	30
4855	12	20	30
4856	12	20	30
4857	13	20	30
4858	12	20	30
4859	12	20	30
4860	13	20	30
4861	12	20	30
4862	13	20	30
4863	12	20	30
4864	12	20	30
4865	12	19	30
4866	12	19	29
4867	12	20	30
4868	12	20	30
4869	12	20	30
4870	12	20	30
4871	12	20	30
4872	12	20	30
4873	13	20	30
4874	13	20	30
4875	13	20	31
4876	12	20	30
4877	12	19	29
4878	12	20	30
4879	12	20	30
4880	12	20	30
4881	12	20	30
4882	12	19	30
4883	12	19	30
4884	12	19	29
4885	12	19	29
4886	12	20	30
4887	12	20	30
4888	12	20	30
4889	12	20	30
4890	13	20	31
4891	13	21	31
4892	13	21	31
4893	13	20	31
4894	13	20	31
4895	13	20	30
4896	13	21	31
4897	13	20	31
4898	13	21	32
4899	13	20	31
4900	12	19	29
4901	12	19	29
4902	12	19	29
4903	12	19	30
4904	12	20	30
4905	12	19	29
4906	12	20	30
4907	12	19	30
4908	12	20	31
4909	12	20	30
4910	12	20	30
4911	12	19	30
4912	12	20	31
4913	12	20	30
4914	13	20	31
4915	12	20	30
4916	12	20	30
4917	12	19	30
4918	12	20	31
4919	13	21	32
4920	13	20	31
4921	12	20	31
4922	12	20	30
4923	12	20	30
4924	13	20	31
4925	12	20	31
4926	12	20	31
4927	12	19	29
4928	12	19	29
4929	12	19	30
4930	12	19	30
4931	12	19	30
4932	12	20	30
4933	12	19	30
4934	12	20	30
4935	11	19	29
4936	12	20	30
4937	12	19	30
4938	13	21	33
4939	13	21	32
4940	13	21	32
4941	13	21	32
4942	13	21	32
4943	13	21	32
4944	13	22	33
4945	13	22	34
4946	14	22	34
4947	13	21	32
4948	13	21	32
4949	13	21	32
4950	13	21	32
4951	13	21	33
4952	13	21	33
4953	12	20	32
4954	13	21	32
4955	13	21	32
4956	13	21	32
4957	13	21	33
4958	13	21	32
4959	13	21	32
4960	13	21	32
4961	12	21	32
4962	12	21	32
4963	12	21	32
4964	13	21	32
4965	13	21	32
4966	13	21	32
4967	13	21	32
4968	13	21	32
4969	13	21	32
4970	13	21	32
4971	12	21	32
4972	13	21	32
4973	12	20	31
4974	12	20	32
4975	12	20	32
4976	12	20	32
4977	12	20	32
4978	12	20	32
4979	12	20	32
4980	12	20	32
4981	12	20	32
4982	12	21	32
4983	12	20	31
4984	12	19	30
4985	12	19	30
4986	11	19	30
4987	12	20	31
4988	12	20	30
4989	12	19	30
4990	11	19	29
4991	11	19	30
4992	12	19	30
4993	11	19	30
4994	11	19	30
4995	11	19	30
4996	11	19	30
4997	11	19	30
4998	11	19	30
4999	11	19	30
5000	11	19	30
5001	11	19	30
5002	11	19	30
5003	11	19	30
5004	11	19	29
5005	11	19	29
5006	11	19	29
5007	11	19	29
5008	11	19	30
5009	11	19	30
5010	11	18	29
5011	10	17	28
5012	11	18	29
5013	11	18	28
5014	11	18	29
5015	11	18	29
5016	11	18	28
5017	11	18	28
5018	10	18	28
5019	11	18	28
5020	11	18	28
5021	10	17	26
5022	10	16	26
5023	10	16	26
5024	9	16	26
5025	10	16	26
5026	9	16	25
5027	9	16	25
5028	9	16	25
5029	9	16	25
5030	9	15	25
5031	9	15	25
5032	9	15	24
5033	9	15	24
5034	9	15	24
5035	9	15	24
5036	9	15	24
5037	9	15	24
5038	9	15	24
5039	9	15	24
5040	8	14	23
5041	8	14	22
5042	8	14	22
5043	8	14	22
5044	8	14	22
5045	7	13	21
5046	7	13	21
5047	7	13	21
5048	7	13	21
5049	7	13	21
5050	7	13	21
5051	7	13	21
5052	7	13	21
5053	7	13	21
5054	7	13	21
5055	7	12	20
5056	7	12	20
5057	7	12	20
5058	6	12	19
5059	7	12	20
5060	7	13	21
5061	7	12	21
5062	7	12	20
5063	7	12	20
5064	7	12	20
5065	7	12	20
5066	7	12	20
5067	7	12	20
5068	6	11	18
5069	6	10	17
5070	6	10	17
5071	6	11	18
5072	6	11	18
5073	5	10	17
5074	5	10	17
5075	5	10	17
5076	5	10	17
5077	5	10	17
5078	5	10	18
5079	5	10	17
5080	5	10	17
5081	5	10	17
5082	5	10	17
5083	5	10	17
5084	5	10	17
5085	5	10	17
5086	6	10	18
5087	5	10	17
5088	6	11	18
5089	6	11	18
5090	6	11	18
5091	6	11	18
5092	7	12	20
5093	7	12	20
5094	7	12	20
5095	7	12	20
5096	7	12	19
5097	7	13	21
5098	7	13	21
5099	7	13	21
5100	7	13	21
5101	7	12	20
5102	7	13	21
5103	7	13	21
5104	8	14	22
5105	8	14	22
5106	8	13	21
5107	8	13	21
5108	8	13	21
5109	8	13	21
5110	8	14	22
5111	8	13	21
5112	8	13	21
5113	8	13	21
5114	8	13	21
5115	8	13	21
5116	8	13	21
5117	8	14	22
5118	8	14	22
5119	8	14	22
5120	8	14	22
5121	9	14	23
5122	8	14	22
5123	8	14	22
5124	8	14	23
5125	8	14	22
5126	8	14	23
5127	8	14	22
5128	9	15	23
5129	9	15	24
5130	9	15	23
5131	9	15	23
5132	9	15	23
5133	9	15	23
5134	9	15	23
5135	9	16	24
5136	9	15	24
5137	9	15	24
5138	9	15	24
5139	9	15	24
5140	9	15	24
5141	9	16	24
5142	9	15	24
5143	10	16	25
5144	9	16	24
5145	9	15	24
5146	10	16	25
5147	9	16	24
5148	9	16	24
5149	10	17	26
5150	10	17	26
5151	10	17	26
5152	10	17	26
5153	10	17	26
5154	10	17	27
5155	10	17	26
5156	10	17	26
5157	10	17	27
5158	10	17	26
5159	10	17	26
5160	10	17	25
5161	10	17	26
5162	10	16	25
5163	10	16	25
5164	10	16	25
5165	10	16	25
5166	10	16	25
5167	10	17	25
5168	10	16	25
5169	10	16	25
5170	10	16	25
5171	10	17	25
5172	10	16	25
5173	10	16	25
5174	10	17	25
5175	10	16	25
5176	10	16	25
5177	10	16	25
5178	10	16	25
5179	10	16	25
5180	10	17	25
5181	10	16	25
5182	10	17	26
5183	10	16	25
5184	10	16	25
5185	10	16	25
5186	10	16	25
5187	10	17	26
5188	10	17	26
5189	10	17	25
5190	10	16	25
5191	10	17	26
5192	10	16	25
5193	11	18	28
5194	11	18	27
5195	11	18	27
5196	11	17	27
5197	11	17	27
5198	11	17	26
5199	10	17	26
5200	11	17	27
5201	11	17	27
5202	11	18	27
5203	10	17	26
5204	10	16	24
5205	10	16	25
5206	10	16	25
5207	10	16	25
5208	9	16	24
5209	10	17	25
5210	10	16	25
5211	10	17	26
5212	10	16	25
5213	11	17	26
5214	10	17	26
5215	10	17	25
5216	11	18	28
5217	11	18	27
5218	12	20	30
5219	12	20	30
5220	12	20	30
5221	12	20	30
5222	12	20	30
5223	12	20	30
5224	12	20	29
5225	12	19	29
5226	12	19	29
5227	11	18	27
5228	11	18	28
5229	11	18	28
5230	11	18	27
5231	11	18	27
5232	11	18	28
5233	11	18	28
5234	11	18	28
5235	11	18	28
5236	11	18	28
5237	11	18	28
5238	11	18	28
5239	11	18	28
5240	11	18	28
5241	11	18	28
5242	11	18	28
5243	11	18	28
5244	11	18	28
5245	11	18	28
5246	11	18	28
5247	11	18	27
5248	11	18	27
5249	11	18	28
5250	11	18	28
5251	11	18	28
5252	11	18	28
5253	11	18	28
5254	11	18	27
5255	11	18	28
5256	11	18	28
5257	11	18	27
5258	11	18	27
5259	11	18	28
5260	11	18	28
5261	11	18	28
5262	11	18	28
5263	11	19	28
5264	11	19	28
5265	11	18	28
5266	11	19	28
5267	11	19	28
5268	12	19	28
5269	12	19	28
5270	11	19	28
5271	11	18	28
5272	11	18	28
5273	11	18	28
5274	11	18	28
5275	11	18	27
5276	11	18	28
5277	11	18	27
5278	11	18	27
5279	11	18	27
5280	11	18	27
5281	11	18	27
5282	11	18	27
5283	11	18	27
5284	11	18	27
5285	11	18	27
5286	11	18	27
5287	11	19	28
5288	12	19	28
5289	11	19	28
5290	11	19	28
5291	11	19	28
5292	11	18	28
5293	11	19	28
5294	11	19	28
5295	11	19	28
5296	11	18	28
5297	11	19	28
5298	11	18	28
5299	11	18	28
5300	11	19	28
5301	11	18	28
5302	11	18	27
5303	11	19	28
5304	11	19	28
5305	12	19	28
5306	12	19	28
5307	11	18	27
5308	12	19	29
5309	12	19	29
5310	12	19	28
5311	12	19	29
5312	12	19	29
5313	12	19	28
5314	12	19	29
5315	12	19	28
5316	12	19	29
5317	12	19	28
5318	12	19	28
5319	11	18	28
5320	12	19	29
5321	12	19	28
5322	11	18	28
5323	12	19	28
5324	12	19	29
5325	11	18	27
5326	12	19	29
5327	12	19	29
5328	12	19	29
5329	11	18	28
5330	12	19	29
5331	12	19	29
5332	12	19	28
5333	12	19	28
5334	11	19	28
5335	11	18	27
5336	12	19	29
5337	12	19	29
5338	11	17	26
5339	10	17	26
5340	10	17	26
5341	10	17	26
5342	11	17	26
5343	10	17	25
5344	10	17	25
5345	10	17	25
5346	10	16	25
5347	10	16	24
5348	10	16	25
5349	10	16	25
5350	9	16	24
5351	9	15	23
5352	10	16	24
5353	9	16	24
5354	10	16	24
5355	10	16	24
5356	9	15	23
5357	9	15	24
5358	9	15	24
5359	9	16	24
5360	10	16	24
5361	9	15	23
5362	9	14	22
5363	9	15	23
5364	9	15	23
5365	9	15	23
5366	9	15	22
5367	8	14	21
5368	8	14	21
5369	8	14	21
5370	8	14	21
5371	8	14	21
5372	8	13	21
5373	8	13	21
5374	8	14	21
5375	8	14	21
5376	8	13	20
5377	8	14	21
5378	8	13	21
5379	8	14	22
5380	8	13	20
5381	7	12	19
5382	8	14	21
5383	8	13	20
5384	8	14	21
5385	8	14	21
5386	8	13	21
5387	8	13	21
5388	7	13	20
5389	8	13	20
5390	8	13	20
5391	8	13	20
5392	8	13	21
5393	7	13	20
5394	7	13	20
5395	7	12	20
5396	7	13	20
5397	7	12	19
5398	7	12	19
5399	7	12	18
5400	6	11	18
5401	6	11	18
5402	6	11	18
5403	6	11	18
5404	6	11	18
5405	6	11	18
5406	6	11	18
5407	7	11	18
5408	6	11	18
5409	6	11	18
5410	6	11	18
5411	6	11	18
5412	6	11	18
5413	6	11	18
5414	6	11	18
5415	7	11	18
5416	6	11	18
5417	7	11	18
5418	6	11	18
5419	6	11	18
5420	6	11	18
5421	6	11	18
5422	6	11	18
5423	6	11	18
5424	7	11	18
5425	6	11	18
5426	7	12	18
5427	7	11	18
5428	7	12	19
5429	7	11	18
5430	7	11	18
5431	7	11	18
5432	7	11	18
5433	7	12	19
5434	7	12	19
5435	7	11	18
5436	6	11	17
5437	7	11	18
5438	7	11	18
5439	7	12	18
5440	7	11	18
5441	6	11	18
5442	6	11	18
5443	6	11	18
5444	7	11	18
5445	7	11	18
5446	7	11	18
5447	7	12	19
5448	7	12	19
5449	7	12	19
5450	7	11	18
5451	6	11	18
5452	7	11	18
5453	6	11	17
5454	7	12	19
5455	6	11	17
5456	6	11	17
5457	6	10	17
5458	6	10	17
5459	6	11	17
5460	6	11	17
5461	6	11	17
5462	6	11	17
5463	6	11	17
5464	6	10	17
5465	6	10	17
5466	6	10	17
5467	6	11	17
5468	6	11	17
5469	6	10	17
5470	6	11	17
5471	6	10	17
5472	6	10	17
5473	6	10	17
5474	6	11	17
5475	7	11	18
5476	6	11	18
5477	6	11	18
5478	6	11	18
5479	6	11	17
5480	6	10	17
5481	6	11	17
5482	6	11	17
5483	5	9	15
5484	5	9	15
5485	5	9	15
5486	5	9	15
5487	5	9	15
5488	5	9	15
5489	5	9	15
5490	5	9	15
5491	5	10	16
5492	5	10	16
5493	5	9	15
5494	5	10	15
5495	5	10	15
5496	5	10	15
5497	5	10	15
5498	5	9	15
5499	6	10	16
5500	5	9	14
5501	5	9	14
5502	5	9	14
5503	5	9	14
5504	5	9	14
5505	5	9	15
5506	5	9	15
5507	5	9	15
5508	5	8	14
5509	5	8	14
5510	5	8	14
5511	5	9	14
5512	5	8	14
5513	5	8	14
5514	5	8	14
5515	5	9	14
5516	5	9	14
5517	5	9	14
5518	5	9	14
5519	5	9	14
5520	5	9	15
5521	5	10	16
5522	6	10	16
5523	6	10	16
5524	6	10	16
5525	6	10	17
5526	6	10	17
5527	6	11	18
5528	6	11	18
5529	6	11	18
5530	6	11	18
5531	6	11	17
5532	7	12	18
5533	7	11	18
5534	7	12	19
5535	7	12	19
5536	7	12	18
5537	7	12	18
5538	7	12	18
5539	7	12	18
5540	7	12	19
5541	7	12	19
5542	7	12	19
5543	7	12	19
5544	7	12	19
5545	7	12	19
5546	7	12	19
5547	7	12	19
5548	7	12	19
5549	7	12	20
5550	7	13	20
5551	7	13	20
5552	7	13	20
5553	7	13	20
5554	8	13	21
5555	8	13	21
5556	8	13	21
5557	8	13	21
5558	8	13	21
5559	8	13	21
5560	8	14	22
5561	8	14	22
5562	8	14	22
5563	8	14	22
5564	8	14	22
5565	8	14	22
5566	8	14	22
5567	8	14	22
5568	8	14	23
5569	9	15	23
5570	9	14	23
5571	9	15	23
5572	9	15	23
5573	9	15	23
5574	9	15	23
5575	9	15	23
5576	8	15	23
5577	9	15	23
5578	9	15	23
5579	9	15	23
5580	9	15	23
5581	9	15	23
5582	9	15	23
5583	9	15	24
5584	9	15	24
5585	9	15	24
5586	9	15	24
5587	9	15	24
5588	9	15	24
5589	9	15	24
5590	9	15	24
5591	9	15	24
5592	9	15	24
5593	9	15	24
5594	9	15	24
5595	9	15	24
5596	9	15	24
5597	9	15	24
5598	9	15	23
5599	9	15	23
5600	9	15	23
5601	9	15	24
5602	9	15	24
5603	9	15	24
5604	9	15	23
5605	9	15	23
5606	9	15	23
5607	9	15	23
5608	9	15	24
5609	9	15	23
5610	9	15	23
5611	9	15	23
5612	9	15	23
5613	9	15	23
5614	9	15	23
5615	9	15	23
5616	9	15	23
5617	9	15	23
5618	8	14	22
5619	8	14	22
5620	8	14	22
5621	8	14	22
5622	8	14	22
5623	8	14	22
5624	8	14	22
5625	8	14	21
5626	8	14	21
5627	8	14	21
5628	8	14	21
5629	8	14	21
5630	8	14	21
5631	8	14	21
5632	8	14	21
5633	8	14	21
5634	8	13	21
5635	8	14	22
5636	8	14	21
5637	8	14	21
5638	8	14	22
5639	8	14	22
5640	8	14	22
5641	8	14	21
5642	8	14	21
5643	8	14	21
5644	8	13	21
5645	8	14	21
5646	8	14	21
5647	8	14	21
5648	8	13	21
5649	8	13	20
5650	8	14	22
5651	9	14	22
5652	8	14	22
5653	8	14	22
5654	8	14	21
5655	9	14	22
5656	9	14	22
5657	9	14	22
5658	9	14	22
5659	8	13	20
5660	8	13	20
5661	8	13	20
5662	8	13	20
5663	8	13	20
5664	7	12	19
5665	7	12	19
5666	7	12	19
5667	7	12	19
5668	7	12	19
5669	7	12	19
5670	7	12	19
5671	7	12	19
5672	7	12	18
5673	7	12	18
5674	7	12	18
5675	7	12	18
5676	7	12	18
5677	7	12	18
5678	7	12	18
5679	7	12	18
5680	7	12	18
5681	7	12	18
5682	7	12	18
5683	7	12	18
5684	7	11	18
5685	7	12	19
5686	7	12	19
5687	8	13	20
5688	7	12	19
5689	7	12	19
5690	7	13	19
5691	8	13	20
5692	8	13	20
5693	8	13	20
5694	8	13	20
5695	8	13	20
5696	8	14	21
5697	8	13	20
5698	9	14	21
5699	9	14	21
5700	8	14	21
5701	8	14	21
5702	8	14	21
5703	8	14	21
5704	8	14	21
5705	8	13	20
5706	9	15	23
5707	9	15	23
5708	10	16	24
5709	10	16	24
5710	10	16	24
5711	10	16	24
5712	10	16	23
5713	10	16	24
5714	10	16	24
5715	9	15	23
5716	10	16	24
5717	9	15	23
5718	10	16	24
5719	9	16	24
5720	10	16	24
5721	10	16	24
5722	10	16	24
5723	10	16	24
5724	10	16	25
5725	10	17	25
5726	10	17	25
5727	10	17	26
5728	10	17	26
5729	10	17	25
5730	10	17	26
5731	10	17	26
5732	10	17	25
5733	10	17	26
5734	10	17	25
5735	10	17	26
5736	10	17	26
5737	10	17	26
5738	10	17	25
5739	10	17	26
5740	10	17	25
5741	10	17	25
5742	10	17	26
5743	10	17	25
5744	10	17	26
5745	10	17	26
5746	10	17	26
5747	10	17	26
5748	10	17	26
5749	10	17	26
5750	10	17	26
5751	10	17	26
5752	10	17	26
5753	10	17	26
5754	10	17	26
5755	10	17	26
5756	10	17	27
5757	11	18	27
5758	11	18	27
5759	11	18	27
5760	11	18	27
5761	10	17	27
5762	11	18	27
5763	11	18	27
5764	11	18	27
5765	11	18	27
5766	11	18	27
5767	11	18	27
5768	11	18	27
5769	11	18	27
5770	11	18	28
5771	11	18	27
5772	11	19	28
5773	12	19	29
5774	12	19	29
5775	12	19	29
5776	12	19	29
5777	12	19	29
5778	12	19	29
5779	12	19	29
5780	12	19	29
5781	12	19	29
5782	12	19	29
5783	12	20	30
5784	12	20	30
5785	12	19	29
5786	12	19	29
5787	12	20	29
5788	12	20	30
5789	12	20	30
5790	12	20	30
5791	12	20	30
5792	12	20	29
5793	12	19	29
5794	12	19	29
5795	12	19	29
5796	12	20	30
5797	12	20	30
5798	12	20	30
5799	12	20	30
5800	12	20	29
5801	12	19	29
5802	12	20	29
5803	12	20	29
5804	12	20	30
5805	12	20	30
5806	12	20	30
5807	12	20	30
5808	12	20	30
5809	12	20	30
5810	12	20	30
5811	12	20	30
5812	12	20	30
5813	12	20	30
5814	12	20	30
5815	13	21	31
5816	12	20	30
5817	13	21	32
5818	13	21	32
5819	13	21	31
5820	13	21	32
5821	13	21	32
5822	13	21	32
5823	13	21	32
5824	13	22	32
5825	13	21	32
5826	13	21	31
5827	14	22	33
5828	14	22	33
5829	14	22	33
5830	14	22	34
5831	14	22	33
5832	14	22	34
5833	14	22	33
5834	14	22	34
5835	14	22	33
5836	12	20	31
5837	13	21	31
5838	13	21	32
5839	13	21	32
5840	13	21	32
5841	13	21	31
5842	13	20	30
5843	12	20	30
5844	13	21	31
5845	13	21	31
5846	13	20	31
5847	12	20	30
5848	12	19	29
5849	12	20	30
5850	12	19	29
5851	12	20	30
5852	12	19	29
5853	12	19	28
5854	12	19	29
5855	12	19	29
5856	12	19	28
5857	12	19	28
5858	11	17	26
5859	11	17	26
5860	11	17	26
5861	11	17	26
5862	11	17	26
5863	10	17	26
5864	11	18	27
5865	11	17	26
5866	11	17	26
5867	11	17	26
5868	10	17	26
5869	11	17	26
5870	11	17	26
5871	11	18	26
5872	11	18	26
5873	10	17	25
5874	10	17	25
5875	10	17	25
5876	10	16	25
5877	10	17	25
5878	10	16	24
5879	10	16	25
5880	9	16	24
5881	10	16	24
5882	10	16	24
5883	10	16	24
5884	10	16	24
5885	10	16	25
5886	10	16	25
5887	10	16	25
5888	10	16	25
5889	10	16	24
5890	10	16	25
5891	10	16	25
5892	10	16	24
5893	10	16	24
5894	9	15	23
5895	10	16	25
5896	10	16	25
5897	10	16	25
5898	10	16	25
5899	10	16	25
5900	10	16	25
5901	10	17	25
5902	10	16	25
5903	10	16	25
5904	9	16	24
5905	9	16	24
5906	9	16	24
5907	9	15	24
5908	9	15	23
5909	9	15	23
5910	9	15	23
5911	9	15	23
5912	9	15	23
5913	9	15	23
5914	9	15	23
5915	9	15	23
5916	9	15	23
5917	9	15	24
5918	9	16	24
5919	9	16	24
5920	9	16	24
5921	9	16	24
5922	9	16	25
5923	9	16	24
5924	10	16	25
5925	10	16	25
5926	9	16	25
5927	10	16	25
5928	9	16	24
5929	10	16	25
5930	10	16	25
5931	10	16	25
5932	10	16	25
5933	9	15	23
5934	9	15	24
5935	9	15	23
5936	9	16	25
5937	9	16	24
5938	9	15	24
5939	9	15	24
5940	9	15	24
5941	9	15	24
5942	9	15	24
5943	9	16	24
5944	9	16	24
5945	10	16	25
5946	9	15	24
5947	10	16	25
5948	10	16	25
5949	10	16	25
5950	10	16	25
5951	10	16	25
5952	10	17	26
5953	11	18	27
5954	10	17	27
5955	12	19	29
5956	11	19	28
5957	11	19	29
5958	11	19	29
5959	11	19	29
5960	12	19	30
5961	12	20	30
5962	12	19	30
5963	12	19	29
5964	11	19	29
5965	11	19	28
5966	11	18	28
5967	11	18	28
5968	11	18	28
5969	11	19	29
5970	11	18	28
5971	11	18	28
5972	11	18	29
