gene	adj_pval	log_fc	clone	scores
JAM3	1.0	0.8202667	G	0.24413244
ATRN	1.0	0.35589832	G	0.24406964
AC135012.1	1.0	2.891063	G	0.24398065
CACNB2	1.0	2.0164022	G	0.24363516
AC015727.1	1.0	1.9623963	G	0.24359329
ERBIN	1.0	0.06661351	G	0.24306458
AL031775.1	1.0	0.9099208	G	0.24305412
P3H2	1.0	0.45472446	G	0.24212235
AL928970.1	1.0	2.6689517	G	0.24166171
BAALC-AS1	1.0	2.6418216	G	0.24153608
AC133785.1	1.0	2.1973886	G	0.2414942
AOC3	1.0	2.3501828	G	0.2414628
CSPP1	1.0	0.45096326	G	0.24134763
FBXO41	1.0	0.78108245	G	0.24131623
USP2-AS1	1.0	0.9760519	G	0.24114871
ZNF445	1.0	0.5137975	G	0.24089745
AC245100.6	1.0	1.5164921	G	0.24071948
RNASEK	1.0	0.7153944	G	0.24035305
AC067930.1	1.0	1.0753671	G	0.2403007
AC008079.2	1.0	1.1438296	G	0.2400285
AC105411.1	1.0	2.7645512	G	0.23941605
LYRM9	1.0	0.9111186	G	0.2393794
AC087645.2	1.0	2.7022052	G	0.2393323
AC023906.5	1.0	2.2175071	G	0.23920667
ZNF776	1.0	0.64230657	G	0.23862563
NPIPA1	1.0	0.9858976	G	0.23846859
AL158163.1	1.0	1.4197092	G	0.23813356
STAC3	1.0	1.4681185	G	0.2381231
ST6GALNAC6	1.0	1.4592901	G	0.23809169
AC126118.1	1.0	1.1997731	G	0.23787184
FOXL1	1.0	1.3931402	G	0.23787184
GDPD5	1.0	1.0840721	G	0.23781426
AC005840.2	1.0	0.6605375	G	0.23768339
AZI2	1.0	0.10201795	G	0.23740073
TMEM61	1.0	3.5384743	G	0.23724368
C9orf153	1.0	3.094707	G	0.23723322
TSSK3	1.0	3.3424697	G	0.23719133
AC025034.1	1.0	3.0725565	G	0.23718087
Z97989.1	1.0	2.7449455	G	0.23711805
PLIN1	1.0	2.6355698	G	0.23709711
PRPF40B	1.0	0.5253007	G	0.23644802
MT-ATP8	1.0	0.27580112	G	0.23594026
TMEM106A	1.0	1.2221764	G	0.23587221
GPM6A	1.0	1.3326304	G	0.2357047
FBXO10	1.0	0.9827912	G	0.23561572
AC078850.1	1.0	3.5110447	G	0.23499803
AC007673.1	1.0	3.4028814	G	0.23499803
CASP5	1.0	3.2340796	G	0.23495616
AC004490.1	1.0	3.0785282	G	0.23491427
GCSAM	1.0	1.9833596	G	0.23414479
RHPN1	1.0	1.7595081	G	0.23405056
AC006059.1	1.0	1.823771	G	0.2340401
AC012313.8	1.0	1.64025	G	0.23367368
MEIG1	1.0	1.0102335	G	0.23366843
DHRS9	1.0	1.4534446	G	0.23349045
AC053503.2	1.0	4.835426	G	0.23280472
AC011472.4	1.0	4.710483	G	0.23280472
LINC01252	1.0	4.4165573	G	0.23279426
GSTT4	1.0	4.265011	G	0.23277332
RHOU	1.0	3.7204506	G	0.23275238
LTK	1.0	3.61095	G	0.23272097
AATBC	1.0	2.2730145	G	0.23196718
CHDH	1.0	1.9767287	G	0.23186249
AC010809.2	1.0	0.8485266	G	0.2312448
AC093525.7	1.0	1.0047777	G	0.23116104
ZNF23	1.0	1.2036647	G	0.23096213
C1QTNF3	1.0	1.2440945	G	0.2308365
AC005332.3	1.0	21.69401	G	0.23061141
C1QTNF4	1.0	21.740255	G	0.23061141
HAVCR2	1.0	21.828033	G	0.23061141
AL158071.4	1.0	22.129782	G	0.23061141
AP002478.1	1.0	21.593853	G	0.23061141
RNF139-AS1	1.0	1.1085702	G	0.23052242
AC116407.2	1.0	1.1429597	G	0.23035492
RBM12	1.0	0.27811924	G	0.22949643
AC090948.1	1.0	1.9171124	G	0.22949643
AC067838.1	1.0	0.7416735	G	0.22948597
AC005865.1	1.0	1.9356554	G	0.22946504
SPIN2A	1.0	1.6102934	G	0.22931845
AC078795.2	1.0	0.9582735	G	0.22792605
TSIX	1.0	0.9239354	G	0.22776377
FLRT2	1.0	0.088028714	G	0.22738689
AL354977.2	1.0	2.1624627	G	0.2273293
AL450992.1	1.0	1.7857038	G	0.22706757
AL138976.2	1.0	1.5126576	G	0.22696288
UBR3	1.0	0.40781844	G	0.22662263
EGR2	1.0	1.3966969	G	0.22617769
AC009120.5	1.0	2.0543497	G	0.22497372
TYW1B	1.0	0.8711425	G	0.22495279
AC104463.2	1.0	1.6912934	G	0.22483762
SLC37A3	1.0	0.5337878	G	0.22481668
CD101	1.0	1.5780705	G	0.2244869
PRRG1	1.0	0.48900422	G	0.22440314
AC010680.2	1.0	1.6398348	G	0.22434033
LINC01715	1.0	1.3957171	G	0.22434033
AL662884.4	1.0	1.412155	G	0.22416759
LINC01091	1.0	1.4605336	G	0.22414142
POMT2	1.0	0.47618765	G	0.22353944
METTL27	1.0	0.70944047	G	0.22336146
AC090004.1	1.0	2.3256197	G	0.22280659
JHY	1.0	0.58819085	G	0.22253439
AMOTL2	1.0	0.30061206	G	0.22201093
TOMM70	1.0	0.24730287	G	0.22130425
BST1	1.0	1.0865321	G	0.22120479
AC092910.3	1.0	0.78194696	G	0.22074415
LINC01990	1.0	2.4876175	G	0.2206918
RASL10B	1.0	2.4609795	G	0.22064993
AL138781.1	1.0	2.3364444	G	0.22057664
AL442128.2	1.0	2.2981646	G	0.22054523
AC079594.2	1.0	2.1880007	G	0.22053476
AC016876.3	1.0	2.1982179	G	0.2205243
DAGLA	1.0	1.7310735	G	0.21982808
KHDC1	1.0	1.147232	G	0.21890156
CADM4	1.0	3.080025	G	0.2184409
RFPL3S	1.0	2.638315	G	0.21840951
ITGB7	1.0	2.703507	G	0.2183781
AL109811.1	1.0	2.2715492	G	0.21830481
KCND1	1.0	1.543601	G	0.21724741
AL512274.1	1.0	1.4312912	G	0.21720554
AC009948.3	1.0	1.2279587	G	0.21670301
COL6A3	1.0	1.177842	G	0.21651457
AP001527.1	1.0	3.4958954	G	0.21626331
ATP1A3	1.0	3.2874465	G	0.21625283
VXN	1.0	3.4841475	G	0.2162319
LINC02257	1.0	3.0839262	G	0.21621096
AC099489.1	1.0	2.9659567	G	0.21615861
AL021368.3	1.0	2.4333518	G	0.21608533
KIF17	1.0	2.4849532	G	0.2160644
SLCO3A1	1.0	0.38898098	G	0.21544671
LINC02175	1.0	1.6684313	G	0.21535772
AL133245.1	1.0	1.4525163	G	0.21506982
EIF3CL	1.0	0.9464318	G	0.21496512
OR4D9	1.0	1.3555477	G	0.21480285
C3orf62	1.0	0.56510156	G	0.21474527
HOXA4	1.0	0.74206686	G	0.21466151
RRM2B	1.0	0.46408617	G	0.21406476
CNTD2	1.0	4.1663957	G	0.2140543
ANKRD31	1.0	0.9414448	G	0.2140543
AL078604.2	1.0	4.052266	G	0.21404383
CLEC18A	1.0	3.2547464	G	0.21403335
AC114489.1	1.0	3.5101278	G	0.21403335
SCARF2	1.0	2.8615873	G	0.21393913
POU5F1B	1.0	1.7693248	G	0.21292362
CHRNA10	1.0	1.0154682	G	0.21233733
MAML3	1.0	1.1615921	G	0.21216983
PCDHGA9	1.0	1.0939289	G	0.2120756
AC087664.2	1.0	4.8429165	G	0.21184528
TMEM121B	1.0	4.5487723	G	0.21184528
PNLDC1	1.0	4.854065	G	0.21184528
AL445423.1	1.0	3.7845078	G	0.21181388
RNF223	1.0	3.7759337	G	0.2118034
LINC01556	1.0	3.6460006	G	0.21178247
CASC1	1.0	1.028953	G	0.21171965
CHKB	1.0	1.0029439	G	0.21170919
ABCB9	1.0	0.57759887	G	0.21170394
ASB3	1.0	0.6386051	G	0.2110182
FRMD4A	1.0	0.5112779	G	0.210835
NEUROD2	1.0	1.7826072	G	0.21062562
AC026250.1	1.0	1.4015192	G	0.21043716
AC090114.2	1.0	0.5902589	G	0.20982471
TRIM71	1.0	21.906893	G	0.20964675
LINC01422	1.0	21.607231	G	0.20964675
SKOR1	1.0	21.379656	G	0.20964675
SMCO2	1.0	21.567451	G	0.20964675
GORASP1	1.0	0.49883634	G	0.20938501
OVCH1-AS1	1.0	1.7790775	G	0.20854747
AC007114.1	1.0	0.8737301	G	0.20830144
AC012065.4	1.0	1.5888572	G	0.20792979
LUARIS	1.0	0.99764884	G	0.20773087
PCDHGA2	1.0	1.3969784	G	0.20762618
AC019186.1	1.0	1.2416227	G	0.20757383
YPEL1	1.0	1.0544654	G	0.20729116
ADGRA2	1.0	2.0221791	G	0.20633322
AC068313.1	1.0	2.0530481	G	0.20631228
TRPM2-AS	1.0	0.7498629	G	0.20621282
AL136295.6	1.0	2.0340037	G	0.20619713
SCHLAP1	1.0	1.5576276	G	0.20605054
ZKSCAN3	1.0	0.7829321	G	0.20547475
TAS2R31	1.0	1.4742137	G	0.2054381
RBFOX3	1.0	1.469766	G	0.20538576
TNIP3	1.0	1.9864861	G	0.20403522
IQCN	1.0	1.7482542	G	0.20389912
AL159169.2	1.0	1.2311922	G	0.20297782
SELPLG	1.0	1.1984545	G	0.20295689
AC121761.1	1.0	1.370418	G	0.20293595
LIMK1	1.0	0.51710945	G	0.20269516
AC118553.2	1.0	0.87981594	G	0.20231827
RSPH9	1.0	2.2441924	G	0.2019152
TAS2R30	1.0	0.6824301	G	0.2018995
TENT4B	1.0	0.46414155	G	0.2018995
AL121917.1	1.0	2.5984726	G	0.20189425
RGS11	1.0	2.1955013	G	0.20186286
AP001453.1	1.0	2.2673478	G	0.20183145
EFEMP2	1.0	1.809187	G	0.20173723
AL121583.1	1.0	2.0018442	G	0.20171629
EAF1-AS1	1.0	1.6983415	G	0.20168488
ADAP1	1.0	1.5980568	G	0.201643
C19orf38	1.0	1.1345696	G	0.20137079
CEL	1.0	1.4795867	G	0.20106195
ANKRD45	1.0	1.4595408	G	0.20085257
RABGAP1	1.0	0.3866687	G	0.20055944
C14orf28	1.0	0.6727641	G	0.20055419
SSTR2	1.0	0.9427092	G	0.20021394
SYNGR3	1.0	2.730471	G	0.19966954
LINC00330	1.0	2.4646099	G	0.1996486
AC010207.1	1.0	2.3681467	G	0.19959626
AC097641.2	1.0	2.1829817	G	0.19953345
SLCO4A1-AS1	1.0	2.0942461	G	0.19952297
AP006284.1	1.0	2.0112314	G	0.1994811
BCORL1	1.0	0.72634554	G	0.19903092
GLRB	1.0	0.58338386	G	0.19861215
STX1B	1.0	1.2934287	G	0.1982876
AP000941.1	1.0	2.7243989	G	0.19749717
AC011365.1	1.0	2.7355206	G	0.19744483
AC078881.1	1.0	2.604215	G	0.19741341
AC141002.1	1.0	2.3792486	G	0.19738202
AF038458.2	1.0	1.9937893	G	0.19725639
KLRG1	1.0	1.7097372	G	0.19673815
USP3-AS1	1.0	1.2607771	G	0.196623
PIWIL2	1.0	1.6043366	G	0.19636126
IQCH-AS1	1.0	0.57113504	G	0.19554466
FAM184B	1.0	0.78472126	G	0.19552895
HLX-AS1	1.0	3.1475534	G	0.19528292
AC064805.1	1.0	3.3607588	G	0.19527246
ADAM11	1.0	3.0386078	G	0.19526199
AC010809.1	1.0	2.7924545	G	0.19525152
PGBD5	1.0	2.9375122	G	0.19524105
AL645608.3	1.0	2.482568	G	0.19514683
SCHIP1	1.0	0.6221247	G	0.19487463
PSTPIP2	1.0	0.5505451	G	0.19449773
SSR4	1.0	-0.1342546	G	0.19436687
HEXA-AS1	1.0	1.5118943	G	0.19431975
AC016575.1	1.0	1.8151832	G	0.19425695
AL359921.1	1.0	1.797088	G	0.19425695
AC084757.3	1.0	1.669347	G	0.19421506
ANO9	1.0	1.5738435	G	0.19415225
ZNF707	1.0	0.61009395	G	0.19409467
C5AR2	1.0	1.3056808	G	0.19400568
GDF9	1.0	1.2705351	G	0.19398475
ICAM1	1.0	1.0531167	G	0.19358692
AC112220.4	1.0	0.5821586	G	0.19340894
APOL3	1.0	0.6682231	G	0.19320478
C8orf49	1.0	4.129965	G	0.19307914
LRP5L	1.0	0.8591535	G	0.19307914
SLFNL1	1.0	3.3042512	G	0.19304775
LGI4	1.0	3.9096925	G	0.19303727
SPATA13	1.0	2.8483255	G	0.1929954
AC127024.2	1.0	2.14863	G	0.19296399
AC073111.5	1.0	0.88816917	G	0.1927703
NOTCH2NL	1.0	0.5359082	G	0.19239865
C1QTNF6	1.0	0.6689845	G	0.19232012
AC104118.1	1.0	1.4580736	G	0.19194324
AL137784.2	1.0	1.2694355	G	0.19154017
FAM209B	1.0	4.9100447	G	0.19087538
AC089983.1	1.0	5.2964177	G	0.19087538
SLC34A3	1.0	4.264019	G	0.1908649
AL137246.1	1.0	3.8591042	G	0.1908335
ZKSCAN2	1.0	0.5571728	G	0.19065551
PIK3CD-AS2	1.0	0.9591227	G	0.19055083
ESAM	1.0	1.5703362	G	0.18975517
CCDC62	1.0	1.5608592	G	0.18968187
AC107871.2	1.0	0.9702829	G	0.18879199
AC092368.3	1.0	21.44092	G	0.18868206
AL357673.1	1.0	21.367392	G	0.18868206
PLA2G1B	1.0	21.100887	G	0.18868206
HPX	1.0	21.477486	G	0.18868206
ADH1B	1.0	22.113388	G	0.18868206
LGALS4	1.0	21.66125	G	0.18868206
AC005740.4	1.0	21.678095	G	0.18868206
SGK2	1.0	21.708725	G	0.18868206
AQP1	1.0	21.3936	G	0.18868206
RAVER1	1.0	1.1839119	G	0.18864542
AL139260.1	1.0	0.8100127	G	0.18824759
AC010531.6	1.0	0.78943413	G	0.18806961
AC012065.3	1.0	0.9263253	G	0.18790211
AC027288.3	1.0	1.9168843	G	0.18750428
SBK1	1.0	1.606634	G	0.18747286
AP000350.5	1.0	1.766157	G	0.18747286
AC022087.1	1.0	1.3988162	G	0.18721114
AL359091.4	1.0	1.3860602	G	0.1871588
A2M-AS1	1.0	1.1337025	G	0.18636836
AL355312.2	1.0	1.0385835	G	0.18616945
ADPRHL1	1.0	0.7684054	G	0.18605952
TYW5	1.0	0.5201022	G	0.18561982
AC004839.1	1.0	2.0579963	G	0.1854209
AC090948.3	1.0	1.933282	G	0.18530573
AC004156.1	1.0	1.7012899	G	0.18526386
AC004889.1	1.0	1.5091205	G	0.18503353
CFAP74	1.0	1.4907509	G	0.18499166
AC127024.6	1.0	1.2754431	G	0.18467757
AC134043.1	1.0	1.1272205	G	0.18412271
OSGIN1	1.0	0.65076745	G	0.18396567
SGMS1-AS1	1.0	0.7970413	G	0.18377723
BRSK1	1.0	0.745006	G	0.18321188
AC124947.1	1.0	1.9925228	G	0.18307579
AC087222.1	1.0	1.9196224	G	0.18305485
AC239799.2	1.0	1.6536026	G	0.18293968
PPT2-EGFL8	1.0	1.5907178	G	0.18290828
ITPR1-DT	1.0	1.5729326	G	0.18282452
TTYH2	1.0	1.2974032	G	0.18207073
RBFADN	1.0	1.390001	G	0.18200268
AL031733.2	1.0	1.203143	G	0.18195033
ZC3H11B	1.0	0.9708635	G	0.18104474
FLJ45513	1.0	2.8841994	G	0.1809924
AC107982.3	1.0	0.9281655	G	0.18083537
CASC11	1.0	2.1003008	G	0.18081443
SLC6A4	1.0	2.0750546	G	0.18081443
TNNC2	1.0	1.5027281	G	0.18066785
AL391121.1	1.0	1.4544642	G	0.17998736
AC004846.1	1.0	1.1462709	G	0.17977796
CLEC4A	1.0	0.9599275	G	0.17939061
MPV17	1.0	0.43088925	G	0.17930685
AC068389.1	1.0	2.0695426	G	0.17866823
PPIAL4G	1.0	2.2217205	G	0.17865776
CCDC81	1.0	2.1639447	G	0.17862634
AC010201.1	1.0	2.2481685	G	0.17860541
AC008269.1	1.0	2.1011324	G	0.17855306
AL583839.1	1.0	1.6229271	G	0.1784379
EFNA3	1.0	0.70424026	G	0.17823376
CCNB3	1.0	1.4723153	G	0.1778778
ZFP2	1.0	1.3791753	G	0.17752184
LRRC66	1.0	1.2692819	G	0.17749044
SLC9A5	1.0	1.2094123	G	0.17717636
RNF32	1.0	0.58499104	G	0.1770612
TECTA	1.0	3.0405686	G	0.17652203
GET4	1.0	2.6011393	G	0.17646968
GCKR	1.0	2.287779	G	0.17644875
SEMA6A-AS1	1.0	2.423085	G	0.17643827
C12orf50	1.0	2.2497625	G	0.17641734
AC133528.1	1.0	2.1653593	G	0.17633359
AC107032.2	1.0	1.70439	G	0.1762917
RCOR3	1.0	0.3826646	G	0.17581013
AC005944.1	1.0	1.1231384	G	0.17484695
AC012213.2	1.0	3.1632626	G	0.17429209
AC080038.2	1.0	3.0019717	G	0.17427114
TNFRSF9	1.0	2.7383375	G	0.17427114
NYAP2	1.0	2.486777	G	0.17426068
C2orf73	1.0	2.9389484	G	0.17426068
PCDHB11	1.0	2.513856	G	0.17423974
AC106038.1	1.0	2.7214227	G	0.1742188
AC084035.1	1.0	2.2953806	G	0.17419785
AL136531.1	1.0	2.4049935	G	0.17419785
AC105760.1	1.0	2.490021	G	0.17419785
AC083806.2	1.0	2.1110492	G	0.17417692
AL445248.1	1.0	1.6279649	G	0.17409317
LINC00862	1.0	1.407612	G	0.17317711
IGLL1	1.0	1.4698524	G	0.17308289
ZNF343	1.0	0.62876856	G	0.17300436
TRDMT1	1.0	0.74417007	G	0.1727217
AC118758.3	1.0	1.2880685	G	0.17255418
AL157392.4	1.0	3.6234722	G	0.17209354
AC133794.1	1.0	2.9962177	G	0.17208306
MSTN	1.0	3.3565793	G	0.17208306
LINC02516	1.0	3.098141	G	0.17208306
AC024560.1	1.0	3.458427	G	0.1720726
LRRC37A	1.0	2.980383	G	0.17205167
ARHGAP4	1.0	2.9824975	G	0.1720412
PATL2	1.0	3.2942367	G	0.17202026
ELMOD2	1.0	0.33440864	G	0.17148632
CDH15	1.0	1.4043267	G	0.17093146
AC090772.3	1.0	1.4636176	G	0.17090005
AC012557.2	1.0	1.5223076	G	0.17083722
MAS1	1.0	1.3864832	G	0.17078488
COL3A1	1.0	1.2036289	G	0.17023002
AL161772.1	1.0	0.6664865	G	0.17017244
KIF26B	1.0	0.51769817	G	0.1701672
CAHM	1.0	0.63769454	G	0.17011485
AL359643.2	1.0	3.9876728	G	0.16990547
SORCS1	1.0	5.5990787	G	0.16990547
AC078906.1	1.0	4.4583893	G	0.16990547
AL160269.1	1.0	5.1460066	G	0.16990547
WNK4	1.0	4.6072383	G	0.169895
AC136944.1	1.0	3.3537502	G	0.16987406
AC068025.1	1.0	3.4473736	G	0.16986358
PCDHB16	1.0	3.518942	G	0.16986358
NAGPA-AS1	1.0	3.2275956	G	0.16984265
LINC01829	1.0	2.9038763	G	0.16983218
OCIAD1	1.0	-0.103036046	G	0.16893706
ZNF233	1.0	1.9294729	G	0.1689266
IL6	1.0	1.3668219	G	0.1685811
CTBP1-AS	1.0	1.3810389	G	0.1685811
AC005253.1	1.0	1.2695493	G	0.16856016
TIRAP	1.0	0.6770362	G	0.16828273
HYKK	1.0	0.74628824	G	0.16778544
CEMP1	1.0	21.138714	G	0.1677174
AC090337.1	1.0	22.024649	G	0.1677174
CGNL1	1.0	21.437962	G	0.1677174
SLC7A9	1.0	21.617323	G	0.1677174
EYA1	1.0	21.552525	G	0.1677174
AC132825.3	1.0	21.395897	G	0.1677174
AC244034.2	1.0	21.453308	G	0.1677174
AC074351.1	1.0	21.387278	G	0.1677174
AC009154.2	1.0	21.394463	G	0.1677174
BX322234.2	1.0	21.028664	G	0.1677174
CRISPLD2	1.0	21.359722	G	0.1677174
ASPA	1.0	21.441027	G	0.1677174
CHI3L1	1.0	21.74303	G	0.1677174
MEFV	1.0	21.568539	G	0.1677174
HKDC1	1.0	0.84239733	G	0.16743995
XKR9	1.0	0.83699185	G	0.16660765
AC093495.1	1.0	0.6941469	G	0.16643491
UBA1	1.0	0.04993681	G	0.16604231
BACH1-IT2	1.0	1.1603982	G	0.16569683
AL121652.1	1.0	0.98262316	G	0.16523618
AC011611.4	1.0	0.89547867	G	0.16501632
NLRP11	1.0	1.8194191	G	0.16444576
AC007325.4	1.0	2.04038	G	0.16443528
AC092118.2	1.0	2.1046405	G	0.16433059
AL157786.1	1.0	1.8286924	G	0.16428871
AC068790.9	1.0	1.515228	G	0.16414215
AL122035.2	1.0	1.3683624	G	0.16413167
NLGN2	1.0	0.7060087	G	0.16319467
AC138969.1	1.0	0.9448885	G	0.16278638
CRTC3	1.0	0.4854978	G	0.16227338
AC099518.4	1.0	1.8378114	G	0.16210587
AC092903.2	1.0	2.034199	G	0.16204306
OR1I1	1.0	1.6025823	G	0.16201165
AL136115.2	1.0	1.60825	G	0.16191743
RTL9	1.0	1.5031248	G	0.16187555
AL136304.1	1.0	0.718602	G	0.16182844
ZNF865	1.0	0.7137753	G	0.16181797
CIITA	1.0	1.3513682	G	0.16129974
RFX1	1.0	0.4801816	G	0.16120552
FSIP2-AS1	1.0	1.2280849	G	0.1611113
AC090360.1	1.0	1.1563828	G	0.16103801
AC008906.1	1.0	0.6250419	G	0.1609019
LINC00672	1.0	0.9026644	G	0.16079722
PTOV1-AS1	1.0	0.7499017	G	0.16037844
AL590652.1	1.0	2.0486379	G	0.15986022
AC023906.2	1.0	2.0010407	G	0.15986022
AC073320.1	1.0	1.8035136	G	0.15982881
VEGFD	1.0	1.6390305	G	0.15981834
TMEM130	1.0	1.6827519	G	0.15980788
AC120498.9	1.0	1.6597859	G	0.15978694
KDM4A-AS1	1.0	0.7954058	G	0.15971889
REC8	1.0	0.94343597	G	0.15913785
GRHL1	1.0	1.2832915	G	0.15909073
SLC16A12	1.0	0.9887423	G	0.15853585
AGBL3	1.0	0.9685298	G	0.15834741
AC008610.1	1.0	0.9727022	G	0.15815373
ZNF653	1.0	0.6729607	G	0.15796529
AL158071.3	1.0	2.4336507	G	0.15774019
C7orf61	1.0	2.1890922	G	0.15768784
AL022324.3	1.0	2.0930195	G	0.15764597
AC092611.1	1.0	1.7954909	G	0.15762503
AC091488.1	1.0	2.0680232	G	0.15761456
CAMTA1-DT	1.0	2.1451368	G	0.15758316
AC073869.3	1.0	1.59951	G	0.15757269
AL121768.1	1.0	1.4897029	G	0.15756223
AL138737.1	1.0	1.4950445	G	0.15742612
CFP	1.0	1.1733153	G	0.15647341
HCST	1.0	0.87929475	G	0.15636872
SUDS3	1.0	0.3045697	G	0.15570393
ARHGEF33	1.0	2.9371393	G	0.15551548
UPK1A-AS1	1.0	2.7750673	G	0.15551548
FGF9	1.0	2.4885905	G	0.15548407
AL391987.2	1.0	2.3418534	G	0.1554422
TSSK6	1.0	1.8982676	G	0.15543173
SCN11A	1.0	2.156628	G	0.15542126
AL049712.1	1.0	2.17098	G	0.15541078
PTGIS	1.0	2.0441713	G	0.15538985
HEATR4	1.0	1.8863386	G	0.15535845
SPDYE16	1.0	1.7173703	G	0.15534797
LRRK1	1.0	0.56946075	G	0.15524851
ELMO3	1.0	0.8176058	G	0.15493444
MRRF	1.0	0.4705024	G	0.15454708
LINC00847	1.0	0.7146567	G	0.15434816
DLG2	1.0	0.95560086	G	0.15375142
AC009065.4	1.0	0.71920365	G	0.15367289
AC015712.2	1.0	0.8768797	G	0.15351062
PYGM	1.0	3.1213548	G	0.15333264
ATP8A1	1.0	2.9258487	G	0.15332218
CDRT1	1.0	2.7174928	G	0.1533117
HAR1A	1.0	2.8074472	G	0.1533117
LRRC17	1.0	3.5031877	G	0.1533117
CORIN	1.0	2.6284077	G	0.15329076
AC007370.2	1.0	2.35416	G	0.1532803
FAAH2	1.0	2.526241	G	0.1532803
FAM149A	1.0	2.5399761	G	0.15325935
AP003774.3	1.0	2.348474	G	0.15323842
ANKRD20A3	1.0	2.1279905	G	0.153207
AC110079.2	1.0	1.9889832	G	0.15319654
AL109955.1	1.0	2.1558886	G	0.15318607
Z97055.2	1.0	2.0145369	G	0.1531756
TMEM44-AS1	1.0	0.6624538	G	0.15307091
BEST4	1.0	0.94995457	G	0.15304473
VPS33B-DT	1.0	0.7596123	G	0.15285106
SUMO4	1.0	0.6331368	G	0.15279871
RASSF1-AS1	1.0	1.5851974	G	0.15230666
LINC00304	1.0	3.448758	G	0.15112886
AL391704.1	1.0	3.170178	G	0.15110792
ANKFN1	1.0	3.4333959	G	0.15110792
TMEM89	1.0	3.0689023	G	0.15110792
AC109809.1	1.0	2.7752898	G	0.15110792
C17orf99	1.0	2.641952	G	0.15109746
AC020594.1	1.0	2.9808629	G	0.15109746
LINC01940	1.0	2.7959423	G	0.15108699
ERAS	1.0	2.733453	G	0.15107653
ELF3	1.0	2.9949992	G	0.15107653
AC138028.4	1.0	2.5625877	G	0.15105557
ITIH4	1.0	2.608731	G	0.15104511
AC005722.2	1.0	1.9127408	G	0.15103464
XPNPEP3	1.0	0.4210992	G	0.15103464
AL645465.1	1.0	2.1169968	G	0.15100323
TMED6	1.0	1.2978072	G	0.14987779
TUBB2B	1.0	1.0908127	G	0.14972074
SNX22	1.0	0.58368874	G	0.14966841
AC239800.2	1.0	0.91875976	G	0.14949043
AC079148.1	1.0	4.7695503	G	0.14893556
DSCAM-AS1	1.0	4.5395145	G	0.14893556
GRIK5	1.0	4.502416	G	0.14893556
PDE11A_ENSG00000128655	1.0	4.4253116	G	0.14893556
AL137145.2	1.0	4.3620872	G	0.14893556
TBC1D29	1.0	4.9609013	G	0.14893556
RNF183	1.0	3.7467108	G	0.14892508
AL096701.3	1.0	4.1963425	G	0.14892508
HUNK	1.0	3.709015	G	0.14892508
SULT1C2	1.0	3.549705	G	0.14890414
LUZP2	1.0	3.5758646	G	0.14890414
ASPG	1.0	3.2496252	G	0.14889368
CDKL4	1.0	3.1690705	G	0.14888321
FAM129C	1.0	1.4083318	G	0.1475955
AC010422.2	1.0	1.1844956	G	0.14750127
AC008875.1	1.0	1.3034221	G	0.14730236
ATOH8	1.0	1.2763512	G	0.14727095
AC092794.1	1.0	0.7290809	G	0.14714532
FAM102A	1.0	0.612914	G	0.14691499
PARD3-AS1	1.0	1.0421236	G	0.14675795
FBXW10	1.0	21.250051	G	0.14675272
AC037487.1	1.0	21.091549	G	0.14675272
C9orf24	1.0	21.019365	G	0.14675272
LINC00266-4P	1.0	21.006489	G	0.14675272
AL078639.1	1.0	21.254524	G	0.14675272
SACS-AS1	1.0	21.572977	G	0.14675272
TBX15	1.0	21.09319	G	0.14675272
GZMM	1.0	21.005154	G	0.14675272
SAPCD1-AS1	1.0	21.22426	G	0.14675272
CACNA1D	1.0	20.590946	G	0.14675272
HSPB2	1.0	21.321268	G	0.14675272
GUCA1B	1.0	21.041052	G	0.14675272
AL022328.3	1.0	20.696241	G	0.14675272
CYP4F12	1.0	21.164871	G	0.14675272
AC019117.1	1.0	20.87524	G	0.14675272
ZNF852	1.0	1.0011274	G	0.14660092
AKAP6	1.0	0.84348744	G	0.14583665
AC012313.1	1.0	1.5746937	G	0.1454807
HIST1H2BG	1.0	0.8245817	G	0.14541788
AL139089.1	1.0	0.70188534	G	0.14433432
AC025283.2	1.0	0.91747004	G	0.14432386
TMEM254-AS1	1.0	1.0095029	G	0.14427151
TYSND1	1.0	0.51791483	G	0.14404641
NPFFR1	1.0	2.045517	G	0.14339732
AL031848.2	1.0	1.8844812	G	0.14335544
AC004943.1	1.0	1.8071	G	0.14333451
LINC01725	1.0	1.4916028	G	0.14320888
RILP	1.0	0.67980087	G	0.14320365
TGFBR3L	1.0	1.4476637	G	0.14317746
AC245884.8	1.0	1.1713098	G	0.1430309
IBA57-DT	1.0	1.8158216	G	0.14114644
AP003068.1	1.0	1.8826083	G	0.14113596
ZBTB20-AS2	1.0	1.7812332	G	0.14109409
ANKRD24	1.0	1.6763694	G	0.14108361
NEK10	1.0	0.55260754	G	0.14106268
CBLN3	1.0	0.8770117	G	0.14105745
AC090527.3	1.0	1.5177886	G	0.1410208
AC096772.1	1.0	1.4432007	G	0.14094752
ABCB6	1.0	1.213028	G	0.14084283
AC130324.1	1.0	1.468991	G	0.14057586
FBXO16	1.0	0.74501926	G	0.14049734
AC025171.2	1.0	1.1518899	G	0.14032984
MATN4	1.0	1.3154339	G	0.1403246
ZBTB43	1.0	0.35058227	G	0.1402042
